,Package_Id,Package Title,serial path(no airport),path_only_attraction,len,nature,outdoor,fatigue,sea,walking,exciting,day,culture,cluster
650,5a654c0d82d4f8ab,엄마랑 함께 한 2박3일 제주도,"용두암바당회국수,만세국수 오라점,만선바다,용연 구름다리,용두암,제주 목 관아,관덕정,봄날,추사적거지,김정희 유배지,용머리 해안,미스제주가든,거린 사슴 전망대,굿데이펜션,천지연폭포,서귀포 잠수함,새섬 새연교,대포 해안 주상절리대,돈내코유원지,섭지코지,시흥 해녀의 집,마돈,해오름식당,성산일출봉,비자림,아끈다랑쉬오름,선녀와 나무꾼 테마공원,낭뜰에쉼팡,청해일,오복떡집,굿데이펜션,신라호텔 쉬리 벤치,쇠소깍 투명 카약 체험,달새는 달만 생각한다,에코랜드 테마파크,사려니숲길,절물 자연 휴양림,자매국수,제주항 연안여객 터미널","용두암,제주목관아,관덕정,추사적거지,용머리해안,천지연폭포,서귀포잠수함,새연교,주상절리대,돈내코유원지,섭지코지,성산일출봉,비자림,다랑쉬오름,선녀와나무꾼,에코랜드테마파크,사려니숲길,제주절물자연휴양림",18,2.1666666666666665,2.611111111111111,1.5,1.3333333333333333,1.7222222222222223,0.6111111111111112,2.4444444444444446,0.8333333333333334,0
651,ecbf2bb3582b48a7,Fin 제주도 렌트카투어 3박4일 ,"용두암,봄날,협재해수욕장,차귀도 달래 배낚시,하늘여행 행글라이더,알뜨르비행장,리치망고 대정점,레몬트리 게스트하우스,레몬트리 게스트하우스,성훈이네,외돌개,정방폭포,김영갑 갤러리 두모악,점심식사,비자림,만장굴,월정리해변,소낭 게스트하우스,소낭 게스트하우스,우도,성산일출봉,섭지코지 전망대,점심식사,산굼부리,사려니오름,1100고지휴게소,서귀포시내 자유시간,숙소,숙소,오는정 김밥,쇠소깍,서귀포제트보트,세리월드,대유식당,대유랜드,올래국수","용두암,협재해수욕장,하늘여행행글라이더체험장,알뜨르비행장,외돌개,정방폭포,김영갑갤러리두모악,비자림,만장굴,월정리해변,우도,성산일출봉,섭지코지,산굼부리,사려니오름,1100고지,쇠소깍,세리월드테마파크",18,2.1666666666666665,2.7777777777777777,2.055555555555556,1.2222222222222223,2.111111111111111,0.7222222222222222,2.9444444444444446,0.6111111111111112,8
652,a9ef5c98af0be905,봄과 제주,"다담,에코랜드 테마파크,제주교래자연휴양림,제주 소로소로 게스트하우스,앞오름돼지촌,제주 소로소로 게스트하우스,제주 레일 바이크,비자림,김녕 미로공원,쏠레하우스,그리운 바다 성산포,성산포 종합 여객 터미널,우도 하우목동항,풍원,우도,성산포 종합 여객 터미널","에코랜드테마파크,교래자연휴양림,제주레일바이크,비자림,제주김녕미로공원,우도",6,2.0,2.833333333333333,2.1666666666666665,0.8333333333333334,2.0,1.1666666666666667,3.0,0.0,6
653,521b0ef1104158fe,2박3일 제주도,"보건식당,월정리해변,고래가 될 카페,세화해수욕장,명진전복,1300K,사려니숲길,앞오름돼지촌,제주 소로소로 게스트하우스,제주 소로소로 게스트하우스,오조 해녀의 집,성산포 종합 여객 터미널,서빈백사 해수욕장,홍조단괴해변,회양과 국수군,쇠머리오름,우도봉,검멀레 해수욕장,우도 천진항,망고봉봉,섭지코지,한아름식당,디 아일랜드 블루 호텔,디 아일랜드 블루 호텔,쇠소깍,서귀포 매일 올레 시장,어진이네 횟집,이니스프리 제주하우스,알토리,용문떡방","월정리해변,협재해수욕장,사려니숲길,우도,검멀레해변,섭지코지,쇠소깍,이니스프리제주하우스",8,2.25,2.625,1.875,1.625,2.125,1.375,2.625,0.0,6
654,ccb2e004c74d184f,"올레길도 가고, 시장구경도 하고, 맛있는것도 먹고","삼무뚝배기,정방폭포,서귀포 매일 올레 시장,네거리식당,제니스 게스트하우스 서귀포점,제니스 게스트하우스 서귀포점,올레길 7코스 시작점,스탬프 ; 외돌개 안내소 - 강정 올레 쉼터 - 월평 송이슈퍼,폭풍의 언덕,돔베낭골,속골,올레귀족,법환잠녀문화마을 제주해녀체험관,서건도,월평마을 아왜낭목,강정해녀의 집,페이퍼보트 게스트하우스,페이퍼보트 게스트하우스,중문 관광 단지,중문색달해변,대포 해안 주상절리대,주상절리 회국수","정방폭포,돔베낭골,서건도,중문관광단지,중문색달해변,주상절리대,주상절리대",7,2.7142857142857144,2.7142857142857144,1.2857142857142858,2.0,1.7142857142857142,0.5714285714285714,2.857142857142857,0.5714285714285714,4
655,2913fd033d2ba8f3,"3박 4일, 제주 투어!","명진전복,월정리해변,봉쉡망고,곱들락,제주별빛누리공원,미스장언니네집,미스장언니네집,청진동 뚝배기,우도,서빈백사 해수욕장,홍조단괴해변,하하호호 카페,검멀레 해수욕장,지미스,해광식당,성산포 종합 여객 터미널,풍림다방,미스장언니네집,미스장언니네집,카페 드 스웨이,쇠소깍,이중섭 거리,서귀포 매일 올레 시장,뽈살집,오설록 티 뮤지엄,협재해수욕장,옹포횟집,서연의 집,미스장언니네집,미스장언니네집,사려니숲길,오는정 김밥,섬사랑,산방산 탄산온천,하우스 레서피 당근 케이크,애월 해안도로,빠빠라기 제주시청점,동문시장,예소담","월정리해변,제주별빛누리공원[제한적운영중],우도,검멀레해변,지미봉,쇠소깍,이중섭거리,오설록티뮤지엄,협재해수욕장,사려니숲길,산방산탄산온천,애월해안도로",12,1.8333333333333333,2.25,1.5,1.5,1.8333333333333333,1.0,2.4166666666666665,0.5,3
656,18206b35cb7c483d,27개월 아이와 가족여행,"메이트파크,사랑김밥,곽지해수욕장,한담해변 산책로,까미노,미나리,삼나무길,노루생태관찰원,절물 자연 휴양림,월정리,월정리로와,금백조로,오름사이로,웅스키친,더포그레이스 리조트,더포그레이스 리조트,김영갑 갤러리 두모악,표선 해비치 해변,제주 코코몽 에코 파크,천지연폭포,중문중앙통닭,방주교회,카멜리아 힐,협재해수욕장,협재화덕 도나토스,한담 해넘이 펜션,한담 해넘이 펜션,자매국수","토이파크,곽지해수욕장,애월한담해안산책로,노루생태관찰원,제주절물자연휴양림,월정리해변,월정리해안도로,김영갑갤러리두모악,코코몽에코파크,천지연폭포,방주교회,카멜리아힐,협재해수욕장",13,1.5384615384615383,2.0,1.4615384615384617,1.6153846153846154,2.0,1.1538461538461535,2.4615384615384617,0.5384615384615384,3
657,9bb91c948b660882,제주도여행,"동문시장,객코스펜션,화로향,헬로키티 아일랜드,오설록 티 뮤지엄,이니스프리 제주하우스,카멜리아 힐,객코스펜션,사려니숲길,남바마버거,월정리해변,홈플러스 서귀포점,청진동 뚝배기,우도,서귀포 매일 올레 시장,객코스펜션,선녀와 나무꾼 테마공원,객코스펜션,우진해장국","헬로키티아일랜드,오설록티뮤지엄,이니스프리제주하우스,카멜리아힐,사려니숲길,월정리해변,우도,선녀와나무꾼",8,1.5,1.5,1.125,1.25,1.875,1.0,2.0,0.625,9
658,10b162bf8411fb8e,"[2박3일] 드라이브, 등산, 요트 in 제주","애월 해안도로,바다를 본 돼지,신창 풍차 해안,제주 텐피자,해담은 스파빌,한라산국립공원 어리목 코스,어리목 계곡,사제비동산,만세동산,윗세오름 대피소,한라산 1100고지,아루요 1호점,금백조로,오름사이로,김녕해안길,피디 스테이션,곰막,김녕 요트 투어","애월해안도로,신창풍차해안도로,한라산어리목코스,어리목계곡,조천만세동산,윗세오름,1100고지,김녕해안도로,제로스테이션,김녕요트투어",10,2.1,2.7,1.7,1.1,1.8,0.6,2.8,0.4,0
659,5a35f2df07130864,2박3일 우도와 제주 박물관 여행,"제주이야기,우도 하우목동항,등머을레저,서빈백사 해수욕장,홍조단괴해변,우도 올레 보트,하고수동 해수욕장,검멀레 해수욕장,풍원,우도 천진항,세화해수욕장,연미정,이야기별방 펜션,이야기별방 펜션,해월정,제주 민속촌,서귀포 팔팔,제주제트,아프리카 박물관,운정이네,산방산 탄산온천,제주소소펜션,제주소소펜션,제주 유리의 성,제주항공우주박물관,영주말가든,아라리오 뮤지엄,동문시장,일맥","등머을레져,우도올레보트,하고수동해변,검멀레해변,협재해수욕장,연북정,제주민속촌,서귀포항,제주제트,아프리카박물관,산방산탄산온천,제주유리의성,제주항공우주박물관,아라리오뮤지엄탑동시네마",14,1.2857142857142858,1.8571428571428568,1.2142857142857142,2.071428571428572,1.0,1.5,2.2857142857142856,1.0,11
660,b306a80879a8db04,겨울 제주도,"용두암,이호테우해변,협재해수욕장,흑돼지집,제주별빛누리공원,산방산 탄산온천,산방산 탄산온천,대정향교,마라도,고산 기상대,헬로키티 아일랜드,테디베어뮤지엄 제주,갈비,산티아고 게스트하우스,산티아고 게스트하우스,광치기해변,성산포 JC공원,,섭지코지,아쿠아플라넷 제주,우도 잠수함,동문시장,도두해수파크,도두해수파크,올래국수,삼성혈,제주도민속자연사박물관,비자림,에코랜드 테마파크,팔도수산식당","용두암,이호테우해수욕장,협재해수욕장,흑돼지거리,제주별빛누리공원[제한적운영중],산방산탄산온천,산방산탄산온천,대정향교,마라도,헬로키티아일랜드,테디베어뮤지엄제주,광치기해변,섭지코지,아쿠아플라넷제주,우도잠수함,삼성혈,민속자연사박물관,비자림,에코랜드테마파크",19,1.4736842105263157,1.7894736842105263,1.263157894736842,1.736842105263158,1.5263157894736843,0.631578947368421,2.421052631578948,0.9473684210526316,10
661,e78121a62348b916,2박3일 제주도 여름1,"수원 호텔캐슬,어머니와 고등어,남춘 식당,김경숙 해바라기,에코랜드 테마파크,함덕 서우봉 해변,김녕성세기해변,월정리해변,곱들락,와락 게스트하우스,와락 게스트하우스,성산일출봉,광치기해변,성산포 JC공원,,섭지코지,표선 해비치 해변,서연의 집,오는정 김밥,서귀포 매일 올레 시장,네거리식당,대포 해안 주상절리대,중문면세점,중문색달해변,카멜리아 힐,아다지오 게스트하우스,아다지오 게스트하우스,용머리 해안,산방산랜드,오설록 티 뮤지엄,이니스프리 제주하우스,월령 선인장 마을,협재해수욕장,협재 수우동,곽지해수욕장,한담해변 산책로,놀맨,봄날,고불락식당,리치망고 애월본점,궁중오메기떡,수원 호텔캐슬","김경숙해바라기농장,에코랜드테마파크,김녕성세기해변,월정리해변,성산일출봉,광치기해변,섭지코지,주상절리대,중문색달해변,카멜리아힐,용머리해안,산방산랜드,오설록티뮤지엄,이니스프리제주하우스,월령선인장군락지,협재해수욕장,곽지해수욕장,애월한담해안산책로",18,2.333333333333333,2.7222222222222223,1.4444444444444444,1.6666666666666667,2.2222222222222223,0.9444444444444444,2.833333333333333,0.2222222222222222,8
662,de816327d1679a5b,분당 촌놈들의 제주 여행기,"오션 스위츠 제주호텔,맥파이,오션 스위츠 제주호텔,우도 천진항,성산포 종합 여객 터미널,우도 등대공원,쇠머리오름,우도봉,검멀레 해수욕장,우도왕자 이야기 3호점,서빈백사 해수욕장,홍조단괴해변,풍원,우도 하우목동항,성산포 종합 여객 터미널,성산일출봉,섭지코지,김태희 등대,서귀포 매일 올레 시장,제주 마레보리조트,제주 마레보리조트,용머리 해안,스타벅스 제주중문점,천제연 폭포,대포 해안 주상절리대,새별오름,서촌제: 서울촌놈인제주,봄날,오설록 티 뮤지엄,넥슨 컴퓨터 박물관","우도등대,우도,검멀레해변,성산일출봉,섭지코지,용머리해안,천제연폭포,주상절리대,새별오름,오설록티뮤지엄,넥슨컴퓨터박물관",11,2.5454545454545454,2.4545454545454546,1.5454545454545454,1.2727272727272727,1.818181818181818,0.3636363636363636,2.363636363636364,0.6363636363636364,0
663,7aeff52e73c8da8f,흐린 날의 제주도 여행,"이호테우해변,앤트러사이트 제주,협재해수욕장,오설록 티 뮤지엄,곱들락,삼형제 다락방,삼형제 다락방,곰막,월정리해변,바보카페&키친,비자림,지니어스 로사이,경미네 집,경미 휴게소,서귀포 매일 올레 시장,제주 미니메리 게스트하우스,제주 미니메리 게스트하우스,군산오름,하우스 레서피 당근 케이크,곽지해수욕장,후거,돈사돈 본점","이호테우해수욕장,협재해수욕장,오설록티뮤지엄,월정리해변,비자림,군산,곽지해수욕장",7,2.2857142857142856,2.7142857142857144,1.8571428571428568,2.0,2.4285714285714284,1.1428571428571428,2.571428571428572,0.1428571428571428,5
664,287a62ce28908a9f,제주아일랜드,"곽지해수욕장,한담해변 산책로,오설록 티 뮤지엄,카멜리아힐,산방산온천 게스트하우스,산방산온천 게스트하우스,아쿠아플라넷 제주,성산포 종합 여객 터미널,우도,성산포 종합 여객 터미널,해녀식당 갯마을,성산일출봉","곽지해수욕장,애월한담해안산책로,오설록티뮤지엄,카멜리아힐,아쿠아플라넷제주,우도,성산일출봉",7,2.0,2.142857142857143,1.5714285714285714,1.4285714285714286,2.7142857142857144,0.7142857142857143,2.4285714285714284,0.1428571428571428,3
665,1bf6d8f9b504e826,2박3일 제주도 태교여행,"올래국수,애월 해안도로,리치망고 애월본점,쉼표카페,카멜리아 힐,헬로키티 아일랜드,켄싱턴 제주호텔,켄싱턴 제주호텔,켄싱턴 제주호텔 라올레,켄싱턴 제주호텔,착한전복,용머리 해안,송악산,중문색달해변,칠돈가 중문 직영점,켄싱턴 제주호텔,켄싱턴 제주호텔,켄싱턴 제주호텔 라올레,켄싱턴 제주호텔,제주유채꽃도로,청진동 뚝배기,우리봉 식당,비자림,세화해수욕장,카페 마니,궁중오메기떡,아라파파","애월해안도로,카멜리아힐,헬로키티아일랜드,용머리해안,송악산,중문색달해변,비자림,협재해수욕장",8,2.125,2.5,1.75,1.375,2.25,0.625,2.625,0.625,0
666,d5502f5918a2da03,제주도,"제주를여행하는히치하이커를위한안내소,제주를여행하는히치하이커를위한안내소,국수마당,덕승식당,게스트하우스 아리,게스트하우스 아리,마라도,행복한 시저네,제주숲,제주숲,김영갑 갤러리 두모악,카페 동네,풍원,노닐다 게스트하우스,노닐다 게스트하우스,해광식당,명진전복,인카페 게스트하우스,간세게스트하우스,김경숙 해바라기,사려니숲길,카페 1158","마라도,제주다,제주다,김영갑갤러리두모악,김경숙해바라기농장,사려니숲길",6,1.1666666666666667,1.3333333333333333,0.8333333333333334,1.1666666666666667,1.6666666666666667,1.1666666666666667,2.333333333333333,0.5,9
667,988ffe6df4428a97,뻔뻔한 제주 - 제주시 편 ,"용두암 해안도로,용연계곡,용두암,전복죽이 먹고싶다면?!,탑동 테마 관광 거리,유빈,바다를 내려다 볼 수 있는 곳,사라봉,사라봉 의병항쟁기념탑,제주,젊음의 거리,제주 시청 거리,저녁은 치맥이지!,살롱드뽈레,보리스 브루어리,체험활동이 하고 싶다면?!,수목원테마파크,방선문 초콜릿 체험월드,제주치즈체험하우스,셰프라인월드,전복밥 + 칵테일의 오묘한 조화,대우정 식당,제주소년블루스,제주시 이색 테마파크,제주 러브랜드,제주 공룡 랜드,제주 테지움 사파리,제주시의 디저트,미스터 잼,호두파이가 맛있는집,제주시의 카페,더 스트롱홀드,바람카페,신비의사랑","용담/용두암해안도로,용연,용두암,사라봉,제주다,수목원테마공원,제주러브랜드[휴업중],제주공룡랜드[휴장중]",8,1.625,2.25,1.125,1.375,1.75,0.875,1.875,0.5,1
668,8108543138ce3932,제주 아방과 함께 떠나는 오감만족 겨울 제주 알기,"한울랜드,용눈이오름,토끼와 거북이,제주 로긴리조트,로긴리조트,휴애리자연생활공원,국수의 전설,감귤 박물관,카멜리아 힐,헬로키티 아일랜드,흑돈가 제주본점,로긴리조트,로긴리조트,월령 선인장 자생지,한림공원,참솔,유수암 마을","용눈이오름,휴애리자연생활공원,감귤박물관,카멜리아힐,헬로키티아일랜드,월령선인장군락지,한림공원",7,1.8571428571428568,2.0,1.5714285714285714,0.7142857142857143,2.0,0.8571428571428571,2.2857142857142856,0.8571428571428571,10
669,a52e35b911f5e891,3박4일 제주도 외갓집 다녀오기,"화북휴먼시아,화북휴먼시아,삼양 검은 모래 해변/ 해수욕장,동문시장,유달산식당,탑동 테마 관광 거리,용연 구름다리,용두암,신제주 사촌언니네,세영언니합류,미나리,블란디야 펜션,블란디야 펜션,엉또 폭포,쇠소깍,오설록 티 뮤지엄,사려니숲길,국수마당,동문시장,화북휴먼시아,화북휴먼시아,청주시외버스터미널,천안 시외버스 터미널,깔리,각원사,자연을 담은 효소차","용두암,엉또폭포,쇠소깍,오설록티뮤지엄,사려니숲길",5,2.4,2.4,1.4,1.0,1.8,1.0,2.0,0.2,1
670,efcc8461c7f99aef,3박4일,"카멜리아 힐,다빈치 뮤지엄,산방산 탄산온천,청수곶자왈,일레인호텔,일레인호텔,천지연폭포,이중섭 거리,본태 박물관,제주명가두루치기,쇠소깍,신산리마을카페,아쿠아플라넷 제주,우도,월정리해변,비자림,성미가든,다희연 동굴카페,함덕 서우봉 해변,동문시장","카멜리아힐,산방산탄산온천,청수곶자왈,천지연폭포,이중섭거리,본태박물관,쇠소깍,아쿠아플라넷제주,우도,월정리해변,비자림",11,1.6363636363636365,2.090909090909091,1.4545454545454546,1.2727272727272727,2.0,0.6363636363636364,2.4545454545454546,0.4545454545454545,3
671,739d39fe8c40fbc6,제주도 3박4일 나홀로여행,"신이문역,서울역,함덕 서우봉 해변,우도,성산일출봉,섭지코지,김영갑 갤러리 두모악,쇠소깍,제주사랑,새섬,정방폭포,이중섭 미술관,천지연폭포,외돌개,대포 해안 주상절리대,중문색달해변,테디베어뮤지엄 제주,천제연 폭포,한라산 백록담,한라산 1100고지,제주마방목지,산방산,용머리 해안,마라도,제주 서광다원,협재해수욕장","우도,성산일출봉,섭지코지,김영갑갤러리두모악,쇠소깍,제주사랑방,새섬,정방폭포,이중섭미술관,천지연폭포,외돌개,주상절리대,중문색달해변,테디베어뮤지엄제주,천제연폭포,백록담,1100고지,마방목지,산방산,용머리해안,마라도,제주다,협재해수욕장",23,2.130434782608696,2.347826086956522,1.565217391304348,1.1304347826086956,1.7826086956521738,0.4782608695652174,2.5217391304347827,0.6086956521739131,0
672,0156dff57035685c,부모님 모시고 아이들 데리고 제주여행,"용두암해촌,함덕 서우봉 해변,월정리 투명카약,만장굴,제주 해녀박물관,등경돌,수목원테마파크,동우닭집,메종 드 쁘띠 푸르,일성비치콘도미니엄,일성비치콘도미니엄,성산일출봉","용두암,타보카월정리투명카약,만장굴,해녀박물관,수목원테마공원,성산일출봉",6,2.333333333333333,2.333333333333333,1.5,1.5,1.8333333333333333,1.0,2.5,1.0,0
673,ba03252edd701b00,뻔뻔하게 돌아다닐 3박 4일 제주홀로여행,"올래국수,더 스트롱홀드,아시아 미술관,제주도립미술관,칠돈가,제스피,숨 게스트하우스,숨 게스트하우스,고산1리 버스정류장,고산 낚시,고관심해장국,수월봉,고산 기상대,고산리 낚시 포인트,수월봉 낚시 포인트,수용 횟집,산방산 탄산온천,산방산 탄산온천,정방폭포,아서원,쇠소깍 테우체험,쇠소깍,서연의 집,위미리 동백나무군락지,서귀포 망장포 포인트,망장포구,쇠소깍 안 게스트하우스,쇠소깍 안 게스트하우스","제주도립김창열미술관,수월봉,산방산탄산온천,산방산탄산온천,정방폭포,쇠소깍,위미리동백나무군락,망장포",8,1.875,2.125,1.25,1.625,1.0,0.5,2.75,0.625,10
674,0a15cbc02f9b68ed,내사랑과 함께한 1박 2일 제주도 여행,"성이시돌목장,협재해수욕장,독개물항,제주 유리의 성,오설록티뮤지엄,여미지식물원,천제연 폭포,소반,달팽이게스트하우스,달팽이게스트하우스,조식,제주 아쿠아플라넷,제주 에코랜드,자매국수,리치망고 애월본점,애월 해안도로","성이시돌목장,협재해수욕장,제주유리의성,오설록티뮤지엄,여미지식물원,천제연폭포,아쿠아플라넷제주,제주빅볼랜드,애월해안도로",9,1.5555555555555556,2.111111111111111,1.2222222222222223,1.4444444444444444,1.6666666666666667,1.4444444444444444,2.111111111111111,0.3333333333333333,11
675,16335cafc3961a08,제주도,"풍경게스트하우스,애월 한담 공원,곽지해수욕장,풍경게스트하우스,풍경게스트하우스,애월 해안도로,곽지해녀의 집,올레길 16코스 시작점,풍경게스트하우스,풍경게스트하우스,오설록 티 뮤지엄,소인국 테마파크,방주교회,산방산,용머리 해안,제주꿀잠게스트하우스,제주꿀잠게스트하우스,여미지 식물원,중문 관광 단지,중문색달해변,대포 해안 주상절리대,퍼시픽 랜드,쇠소깍,제주에 살다 게스트하우스,제주에 살다 게스트하우스,제주 민속촌,제주허브동산,에코랜드 테마파크,박물관은 살아있다 성읍점,뒹글하우스,뒹글하우스,김녕 미로공원,선녀와 나무꾼 테마공원,숨 게스트하우스,숨 게스트하우스","애월한담카약,곽지해수욕장,애월해안도로,제주올레16코스,오설록티뮤지엄,소인국테마파크,방주교회,산방산,용머리해안,여미지식물원,중문관광단지,중문색달해변,주상절리대,쇠소깍,제주민속촌,제주허브동산,에코랜드테마파크,박물관은살아있다,제주김녕미로공원,선녀와나무꾼",20,1.75,2.2,1.2,1.35,1.5,1.3,2.65,0.7,11
676,015f51100d2118a2,5월 제주,"꼼지락게스트하우스,삼양 검은 모래 해변/ 해수욕장,꼼지락게스트하우스,이호테우해변,애월 해안도로,놀맨,한담해변 산책로,애월 한담 공원,곽지해수욕장,애월초등학교 더럭분교장,앤트러사이트 제주,협재해수욕장,협재해녀의집,바다를 본 돼지,흑돼지촌,협재 게스트하우스,협재 게스트하우스,꿈꾸는 흰 당나귀,세화5일장,벨롱장,연미정,제주 해녀박물관,월정리해변,돔베돈 흑돼지거리점,흑돼지가 있는 풍경,흑돈가 제주본점,다미정,돈대장,메르빌게하,함덕 서우봉 해변,메르빌펜션&게스트하우스,아라파파,자매국수,제주항 연안여객 터미널","이호테우해수욕장,애월해안도로,애월한담해안산책로,애월한담카약,곽지해수욕장,협재해수욕장,흑돼지거리,연북정,해녀박물관,월정리해변,흑돼지거리,돈대산",12,1.5833333333333333,2.75,1.3333333333333333,2.1666666666666665,1.75,0.9166666666666666,2.1666666666666665,0.5,1
677,85fbbf573455c84e,5박 6일 제주여행,"자매국수,알작지해변,도두해녀의집,이호테우해변,덕인당 제주점,라마다 앙코르 서귀포,아웃도어키친 제주점,한라성식당,원앙폭포,미로공원,쇠소깍 투명 카약 체험,서귀포 매일 올레 시장,옥돔식당,카멜리아 힐,금능으뜸원해변,이조은식당,e-조은식당,협재해녀의집,협재해수욕장,플레이케이팝,협재 수우동,낭뜰에쉼팡,함덕 서우봉 해변,애월 해안도로,곽지해수욕장,양반 생고기,도두해녀의집,이호테우해변,이호테우목마등대","알작지해변,이호테우해수욕장,원앙폭포,제주김녕미로공원,카멜리아힐,협재해수욕장,플레이네이쳐,애월해안도로,곽지해수욕장,이호테우해수욕장,이호테우말등대",11,2.272727272727273,2.909090909090909,1.4545454545454546,2.1818181818181817,2.0,1.6363636363636365,2.363636363636364,0.1818181818181818,5
678,1654f84986a82a23,제주도 겨울 가족여행,"신설오름식당,동문시장,애월 해안도로,송악산,춘심이네 본점,중문올레펜션,중문올레펜션,한라산 영실,윗세오름 대피소,한라산 영실,칠돈가 중문 직영점,휘닉스 아일랜드,휘닉스 아일랜드,섭지코지,성산일출봉,우도,비자림,명진전복,휘닉스 아일랜드,휘닉스 아일랜드,동복리 해녀촌","애월해안도로,송악산,한라산영실코스,윗세오름,한라산영실코스,섭지코지,성산일출봉,우도,비자림",9,2.7777777777777777,3.0,2.888888888888889,0.5555555555555556,2.7777777777777777,0.1111111111111111,2.888888888888889,0.5555555555555556,7
679,793c52865af4eacb,가족 제주여행,"순옥이네명가,산굼부리,용눈이 오름,씨엘드제주리조트,서귀포 매일 올레 시장,쇠소깍,삼보식당,이마트 서귀포점,중문색달해변,안덕계곡,모슬포항,서귀포 매일 올레 시장,쇠머리오름,우도봉,검멀레 해수욕장,비양도,하고수동 해수욕장,서빈백사 해수욕장,홍조단괴해변,우도 땅콩 아이스크림,우도 한라봉 아이스크림,종달수다뜰,바움 커피박물관,동문시장,대포 해안 주상절리대,운정이네 중문점,오설록 티 뮤지엄,진아떡집","산굼부리,용눈이오름,쇠소깍,중문색달해변,안덕계곡,모슬포항,우도,검멀레해변,비양도,하고수동해변,주상절리대,오설록티뮤지엄",12,2.583333333333333,2.833333333333333,1.8333333333333333,1.25,2.0,0.8333333333333334,2.583333333333333,0.25,4
680,ac328d75c81b7be3,지후네 3박4일 제주여행,"올레프로방스,협재해수욕장,더마파크,올레프로방스,올레프로방스,박물관은 살아있다 제주 중문점,천제연 폭포,퍼시픽 랜드,정방폭포,쇠소깍,휴애리자연생활공원,황금륭버거 예이츠점,올레프로방스,올레프로방스,성산포 종합 여객 터미널,우도 천진항,서빈백사 해수욕장,홍조단괴해변,하고수동 해수욕장,성산일출봉,아쿠아플라넷 제주,비자림,올레프로방스,올레프로방스,사려니숲길,절물 자연 휴양림","협재해수욕장,더마파크,박물관은살아있다,천제연폭포,정방폭포,쇠소깍,휴애리자연생활공원,하고수동해변,성산일출봉,아쿠아플라넷제주,비자림,사려니숲길,제주절물자연휴양림",13,1.9230769230769231,2.4615384615384617,1.6923076923076923,1.3076923076923077,1.8461538461538465,1.3076923076923077,2.3846153846153846,0.3076923076923077,6
682,938678eb7d389813,부모님과 제주도 짧은 3박4일,"장수물식당,삼성혈 해물탕,용두암,삼양 검은 모래 해변/ 해수욕장,제주도유,저팔계연탄구이,제주도유,제주도유,만장굴,종달리 해수욕장,오조 해녀의 집,휘닉스 아일랜드,섭지코지,성산일출봉,앞오름,휘닉스 아일랜드,휘닉스 아일랜드,성산포 종합 여객 터미널,서빈백사 해수욕장,홍조단괴해변,우도 로뎀가든,성산포 종합 여객 터미널,천지연폭포,대포 해안 주상절리대,쌍둥이 횟집,네거리식당,휘닉스 아일랜드,휘닉스 아일랜드","삼성혈,용두암,만장굴,중문색달해수욕장,섭지코지,성산일출봉,민오름,천지연폭포,주상절리대",9,2.6666666666666665,2.888888888888889,1.6666666666666667,1.4444444444444444,2.111111111111111,0.4444444444444444,2.555555555555556,0.7777777777777778,4
683,d27d44c4debaa8ed,우리 함께 하는 첫 여행♪/ 1박 2일 in Jeju,"이호테우해변,리치망고 애월본점,애월 해안도로,애월초등학교 더럭분교장,협재해수욕장,협재해녀의집,오설록 티 뮤지엄,왕따나무,제주 러브랜드,동문시장,동문올레수산,이호테우해변,유니호텔,유니호텔,유리네식당,김경숙 해바라기,김녕 미로공원,섭지코지,섭지 해녀의 집,섭지코지 전망대","이호테우해수욕장,애월해안도로,협재해수욕장,오설록티뮤지엄,제주러브랜드[휴업중],이호테우해수욕장,김경숙해바라기농장,제주김녕미로공원,섭지코지,섭지코지",10,2.2,2.5,1.7,1.7,2.0,1.3,2.4,0.0,6
684,a650f4f657ec68d7,GOC 제_주_도_자_전_거_여_행,"아스타 호텔,용두암 하이킹,용두암인증센터,다락쉼터인증센터,해거름마을공원인증센터,송악산인증센터 - 환상 자전거 길,오션트리,오션트리,법환바당인증센터,쇠소깍인증센터,표선해변인증센터,제주펠리스타운,제주펠리스타운,성산일출봉인증센터,김녕성세기해변인증센터,함덕서우봉해변인증센터,용두암 하이킹","용두암,성산일출봉,김녕성세기해변,용두암",4,2.75,3.0,1.75,2.25,2.5,0.5,3.0,0.75,8
685,444767fa6daed8e7,뭉기징주의 제주도여행,"제주카카,서귀포호텔,세리월드,서귀포 매일 올레 시장,덕성원,오는정 김밥,위미리 동백나무군락지,제주유채꽃재배단지,메이즈랜드,세화해수욕장,서귀포호텔,카멜리아 힐,폴리레져,애월초등학교 더럭분교장,골막식당,더마파크,협재해수욕장,모살물식당,알뜨르비행장","제주카약,서귀포항,세리월드테마파크,위미리동백나무군락,성산유채꽃재배단지,메이즈랜드,협재해수욕장,서귀포항,카멜리아힐,더마파크,협재해수욕장,알뜨르비행장",12,1.5,2.833333333333333,1.4166666666666667,1.6666666666666667,2.0,1.5,2.4166666666666665,0.25,6
