,alltag,contentsid,title,address,roadaddress,tag,introduction,latitude,longitude,postcode,phoneno,contentscd.value,contentscd.label,contentscd.refId,region1cd.value,region1cd.label,region1cd.refId,region2cd.value,region2cd.label,region2cd.refId,repPhoto.descseo,repPhoto.photoid.photoid,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,인기점수
79,"커플,테마공원,가을,밤,실내관광지,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,실내+실외,중,공연/전시,1~2시간",CONT_000000000500550,제주러브랜드[휴업중],제주특별자치도 제주시 연동 680-26,제주특별자치도 제주시 1100로 2894-72,"커플,테마공원,가을,밤,실내관광지,어트랙션",성을 주제로 한 현대적 감각의 테마조각공원,33.4519922,126.4890053,,064-712-6988,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,JEJU LOVELAND,19573.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fdf51915-5486-4e07-932d-df7eb729dedf.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6770dc8e-812e-4e92-a172-339507968c38.jpg,89443.0
80,"휴양림,걷기/등산,휴식/힐링,커플,흐림,가을,자연경관,도보여행,도보,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,어려움,실외,상,등산,등산로, 산책로,1~2시간",CONT_000000000500266,붉은오름 자연휴양림,제주특별자치도 서귀포시 표선면 가시리 산 158,제주특별자치도 서귀포시 표선면 남조로 1487-73,"휴양림,걷기/등산,휴식/힐링,커플,흐림,가을,자연경관,도보여행,도보",계절마다 각기 다른 아름다움을 뽐내는 붉은 오름 자연휴양림,33.395905,126.669785,63622,064-760-3481~2,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,26.0,표선,region2>26,붉은오름 자연휴양림,2019022588201.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/11/e91e2593-82f1-40e4-9d4c-321aa393be20.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/11/f918f315-d44f-4404-8dea-2a5009fbd6a6.jpg,89352.0
81,"테마공원,커플,흐림,겨울,실내관광지,어트랙션,공용주차장,현금결제,카드결제,화장실,편의점,음료대,임산부 휴게시설,단차없음,시각장애인 접근성,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,아주 어려움,실내+실외,중,기타,포토스팟,공연/전시,2~3시간",CONT_000000000500547,제주돌문화공원,제주특별자치도 제주시 조천읍 교래리 산 95,제주특별자치도 제주시 조천읍 남조로 2023,"테마공원,커플,흐림,겨울,실내관광지,어트랙션",제주의 바람과 신화를 머금은 아름다운 돌을 감상하다,33.4087482,126.635052,,064-710-7733~4,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,제주돌문화공원,2019022567155.0,https://api.cdn.visitjeju.net/photomng/imgpath/201912/03/81d4da47-dfec-4c93-8597-715fef40545b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201912/03/e67966ac-9abd-43a3-8c29-2443ae5e567e.jpg,87279.0
82,"실내,테마공원,커플,아이,흐림,사계절,실내관광지,어린이,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,실내+실외,하,1~2시간",CONT_000000000500077,선녀와나무꾼,제주특별자치도 제주시 조천읍 선흘리 1997,제주특별자치도 제주시 조천읍 선교로 267,"실내,테마공원,커플,아이,흐림,사계절,실내관광지,어린이,어트랙션",그리운 옛날 그 시절로 돌아가는 추억여행,33.47903,126.70303,63341,064-784-9001,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,선녀와나무꾼,2019022586083.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/01/84d55883-3b46-4d7e-aff9-94847788aa87.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/01/7ffc8d2d-f02c-4cde-8dbd-84e2f562cd96.jpg,85897.0
83,"테마공원,친구,커플,맑음,우수관광사업체,우정스냅,동백,수국,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,어려움,우수관광사업체,실내+실외,중,포토스팟,1~2시간",CONT_000000000500582,제주허브동산,제주특별자치도 서귀포시 표선면 표선리 2608,제주특별자치도 서귀포시 표선면 돈오름로 170,"테마공원,친구,커플,맑음,우수관광사업체,우정스냅,동백,수국","150여종 허브와 꽃을 만날 수 있는 허브동산, 밤이 즐거운 야간명소",33.3225332,126.8228665,,064-787-7362~3 ,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,26.0,표선,region2>26,제주허브동산,2018052306768.0,https://api.cdn.visitjeju.net/photomng/imgpath/201810/16/f70e8222-2682-45e1-a1dc-aa63380f16f2.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201810/16/cb8434e1-5ecc-4c1b-9595-644a60b32549.JPG,85494.0
84,"경관/포토,친구,커플,맑음,봄,가을,현금결제,계좌이체",CNTS_000000000022691,오라동 청보리-메밀꽃밭,제주특별자치도 제주시 오라2동 산 76,제주특별자치도 제주시 오라2동 산 76,"경관/포토,친구,커플,맑음,봄,가을,자연경관,포토스팟,어트랙션",한라산 아래 드넓은 청보리-메밀꽃의 향연,33.426865,126.505775,,--,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,오라동 청보리-메밀꽃밭,2018052306200.0,https://api.cdn.visitjeju.net/photomng/imgpath/201809/28/fbc56229-ade0-47d9-a6be-c148ee791dc6.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201809/28/42c86682-e38b-4ceb-b429-89591ba870b1.JPG,84353.0
85,"수목원,휴식/힐링,테마공원,부모,아이,맑음,여름,공용주차장,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,실외,중,등산,산책로,2~3시간",CONT_000000000500689,한라수목원,제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 수목원길 72,"수목원,휴식/힐링,테마공원,부모,아이,맑음,여름,자연경관,어린이,동백",숲이 주는 상쾌한 느낌을 만끽하는 도심 속 공원,33.469604,126.4918,,064-710-7575,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,한라수목원,2019022587770.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/10/3ee79bde-47e4-4659-90b4-1f4acb55253e.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/10/537d83c9-45a6-4baf-9689-e7a6e307f905.JPG,83318.0
86,"실내,미술/박물관,아이,비.눈,겨울,실내관광지,문화관광,박물관,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,저상버스 접근 가능,아주 어려움,실내+실외,하,공연/전시,체험,1~2시간",CONT_000000000500019,감귤박물관,제주특별자치도 서귀포시 신효동 산 4,제주특별자치도 서귀포시 효돈순환로 441,"실내,미술/박물관,아이,비.눈,겨울,실내관광지,문화관광,박물관,어트랙션","감귤에 대한 모든 것을 보고, 느끼고, 체험할 수 있는 박물관",33.271523,126.60766,63605,064-760-6400~1,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,감귤박물관,2019022567242.0,https://api.cdn.visitjeju.net/photomng/imgpath/201912/04/f5a94d92-dc05-4ef2-b799-53447d18f03c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201912/04/cf72f2a6-14c6-470a-8390-a203d85e2173.jpg,79640.0
87,"액티비티,커플,아이,우수관광사업체,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,저상버스 접근 가능,장애인 전용 주차장,수동 휠체어 대여 가능,어려움,우수관광사업체",CONT_000000000500329,서귀포잠수함(대국해저관광),제주특별자치도 서귀포시 서홍동 707-5 서귀포잠수함,"제주특별자치도 서귀포시 남성중로 40 (서홍동, 유람선매표소) 서귀포잠수함","액티비티,커플,아이,우수관광사업체,체험,레저/체험,어린이,수상레저,어트랙션",세계최대 연산호군락지와 해저 비경을 발견하는 잠수함체험,33.2392231,126.5586562,,,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,서귀포잠수함(대국해저관광),2019022587119.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/05/956a7a7f-9f3e-4cac-8923-be4cef5bc44b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/05/2b2dbac1-451d-4272-83cc-924e3727bb68.jpg,79617.0
88,"섬속의섬,경관/포토,휴식/힐링,친구,커플,맑음,봄",CNTS_000000000018432,가파도,제주특별자치도 서귀포시 대정읍 가파리,제주특별자치도 서귀포시 대정읍 가파리,"섬속의섬,경관/포토,휴식/힐링,친구,커플,맑음,봄,자연경관,포토스팟,언택트",돌담과 바다가 어우러지면서 아름다운 풍경을 자아내는 가파도 청보리,33.170017,126.271515,,064-794-7130,c1,관광지,contentscd>c1,region3,섬 속의 섬,region>region3,36.0,가파도,region3>36,가파도,2019022584976.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/ea7a59c0-ea4d-4a11-bd54-55e231b78ba3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/27/dda1f901-cf1a-4e6b-b453-89371a056609.jpg,78805.0
89,"부모,커플,혼자,친구,아이,맑음,가을,경관/포토,일몰,휴식/힐링,공용주차장,화장실,실외,상,등산,기타,올레코스 . 해설 : 평일 09:00~16:30,1시간 미만",CNTS_000000000020148,수월봉,제주특별자치도 제주시 한경면 고산리 3760,제주특별자치도 제주시 한경면 고산리 3760,"부모,커플,혼자,친구,아이,맑음,가을,경관/포토,일몰,휴식/힐링,자연경관,포토스팟,어린이,언택트,유네스코","차귀도로 떨어지는 낙조와 지질학의 교과서를 만나보자
· 천연기념물 제513호
· 올레12코스",33.294754,126.16345,,--,c1,관광지,contentscd>c1,region1,제주시,region>region1,14.0,한경,region1>14,수월봉,2019022558631.0,https://api.cdn.visitjeju.net/photomng/imgpath/201907/30/23b42bb3-a7c5-444e-84d4-6dafe7bac284.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/30/baac29d4-e6a5-4ef8-964f-4d785b05570d.jpg,78334.0
90,"커플,아이,친구,체험관광,맑음,겨울",CNTS_000000000020611,아날로그감귤밭,제주특별자치도 제주시 해안동 2463,제주특별자치도 제주시 해안마을8길 46,"커플,아이,친구,체험관광,맑음,겨울,체험,어린이,어트랙션","감귤체험, 포토스팟, 아날로그 감성이 있는 곳",33.45559,126.451096,63077,010-4953-0846,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,아날로그감귤밭,9101.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d34297c8-684e-4885-8dfe-466743deb24e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/9ec88164-7890-43e2-a1d2-e9bbbd6ccf43.jpg,77746.0
91,"경관/포토,커플,아이,맑음,겨울",CNTS_000000000021523,위미리 동백나무군락,제주특별자치도 서귀포시 남원읍 위미리 903-1,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 23-7,"경관/포토,커플,아이,맑음,겨울,자연경관,동백,포토스팟,어린이","현맹춘(1858-1993) 할머니가 모진바람을 막기 위하여 한라산의 동백을 따다 심어 자라 군락지를 이룬곳, 제주도 기념물 제 39 호",33.27326,126.675934,63610,--,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,25.0,남원,region2>25,위미리 동백나무군락,2019022587997.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/11/46260762-c3e3-4d89-b57f-c1accd8e3a54.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/11/27ccb39b-0302-4997-98ec-2a3c1d77695b.jpg,77591.0
92,"경관/포토,문화유적지,아이,맑음,봄,공용주차장,단독접근가능,단차없음,어려움",CONT_000000000500177,마방목지,제주특별자치도 제주시 용강동,제주특별자치도 제주시 516로 2480,"경관/포토,문화유적지,아이,맑음,봄,자연경관,역사유적,포토스팟,어린이",제주혈통 조랑말이 뛰어노는 초원지대,33.42824,126.60599,63312,064-710-2298,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,Jeju Horse Pastureland,17647.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9701ce03-cb6e-4035-9f31-5d7b619de3bf.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6772b54b-d077-4285-8d38-00107f56479f.jpg,77050.0
93,"섬속의섬,일몰,휴식/힐링,아이,맑음,여름,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,아주 어려움,UNESCO 세계지질공원,1~2시간",CONT_000000000500267,비양도,제주특별자치도 제주시 한림읍 협재리,제주특별자치도 제주시 한림읍 협재리,"섬속의섬,일몰,휴식/힐링,아이,맑음,여름,자연경관,어린이,언택트,유네스코","천 년의 시간을 간직한 섬
· 천연기념물 제439호
· 제주도기념물 제48호
· 올레15코스",33.408838708596456,126.2278571246094,63032,064-796-3515,c1,관광지,contentscd>c1,region3,섬 속의 섬,region>region3,34.0,비양도,region3>34,비양도,2019022585406.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/28/48db5516-8a2f-4208-81d6-9eeb657e992d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/28/e3eb3186-1bbe-4671-93bc-124e3d4c7a2c.jpg,76979.0
94,"액티비티,아이,맑음,봄",CNTS_000000000019572,신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,제주특별자치도 제주시 노형동 187-3,"액티비티,아이,맑음,봄,체험,레저/체험,어린이,어트랙션,드라이브","제주의 아름다운 공기와 바람을 가르며 달리는 짜릿한 경험! 제주 도심권의 최고의 레저, 공항부근 10부거리 위치!",33.461826,126.48475,,064-711-3773,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,Mysterious Road Experience Area,5567.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/20fff552-84c0-4e20-9765-2851bce17ceb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/788fbd60-b47f-42ab-93aa-77161a083630.jpg,76329.0
95,"경관/포토,커플,아이,맑음,봄,화장실,단독접근가능,단차없음,어려움",CNTS_000000000018248,"더럭초등학교(구, 더럭분교)",제주특별자치도 제주시 애월읍 하가리 1580-1,제주특별자치도 제주시 애월읍 하가로 195,"경관/포토,커플,아이,맑음,봄,포토스팟,어린이,봄꽃,벚꽃","알록달록 조용한 애월의 작은 초등학교(구, 분교)",33.453457,126.345276,63036,064-797-7200,c1,관광지,contentscd>c1,region1,제주시,region>region1,12.0,애월,region1>12,Deoreokbungyo,1808.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4346a48e-46dc-4867-a500-52fe34939bf8.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8b050ed1-a4f9-468b-bac5-a29aab9ada34.gif,75031.0
96,"드라이브,경관/포토,커플,맑음,봄,봄꽃,자연경관,도보여행,도보,포토스팟,유채꽃,벚꽃,제주명품42,제주7대도로",CNTS_000000000000975,녹산로유채꽃길,제주특별자치도 서귀포시 표선면 가시리 산 87-15,제주특별자치도 서귀포시 표선면 가시리 산 87-15,"드라이브,경관/포토,커플,맑음,봄,봄꽃,자연경관,도보여행,도보,포토스팟,유채꽃,벚꽃,제주명품42,제주7대도로",노란 유채꽃이 아름다운 길,33.39823,126.71993,,--,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,26.0,표선,region2>26,녹산로유채꽃길,2019022586418.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/be1f5777-27d3-4ea8-bb2d-d87edfb8e312.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/02/38180e9f-3ce4-4809-83aa-de32e451c765.jpg,73933.0
97,"경관/포토,커플,맑음,여름",CONT_000000000500494,월령선인장군락지,제주특별자치도 제주시 한림읍 월령리 359,제주특별자치도 제주시 한림읍 월령3길 27-4,"경관/포토,커플,맑음,여름,포토스팟",이국적인 분위기를 풍기는 선인장 군락지,33.377865,126.21586,63010,064-728-2752,c1,관광지,contentscd>c1,region1,제주시,region>region1,13.0,한림,region1>13,월령선인장군락지,2019022586281.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/e2f30ced-4f21-4d3e-afc9-0be5b523f6e3.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/02/64b0bb58-add1-4d91-a29f-90cfb1901cd4.JPG,73339.0
98,"액티비티,아이,맑음,가을,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,어려움",CONT_000000000500556,제주빅볼랜드,제주특별자치도 제주시 애월읍 어음리 산 3,제주특별자치도 제주시 애월읍 산록서로 15,"액티비티,아이,맑음,가을,체험,레저/체험,어린이,어트랙션",커다란 공안에 들어가 언덕을 굴러 내려오는 레포츠,33.3659432,126.35644,63041,1588-6418,c1,관광지,contentscd>c1,region1,제주시,region>region1,12.0,애월,region1>12,jeju bigballland,19630.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7df92229-6897-4a2f-a2d1-4a3b98ec2288.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ebe1eeda-ccaf-4c57-81d5-1dbfb0ef78a2.jpg,73290.0
99,"액티비티,커플,여름",CNTS_000000000018444,월정리 카약체험장,제주특별자치도 제주시 구좌읍 월정리 1400-4,제주특별자치도 제주시 구좌읍 일주동로 2361-2,"액티비티,커플,여름,체험,레저/체험,수상레저,어트랙션",바닷속을 직접 배안에서 볼 수 있는 카약체험,33.56346,126.78025,63358,064-743-0051,c1,관광지,contentscd>c1,region1,제주시,region>region1,16.0,구좌,region1>16,월정리 카약체험장,2019022560526.0,https://api.cdn.visitjeju.net/photomng/imgpath/201908/21/e44bc8ee-6b17-4751-9cab-916231527298.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/21/afc0bb81-057f-4a19-b8cf-ceec5cf1dbb6.png,73034.0
100,"실내,미술/박물관,아이,비.눈,겨울,우수관광사업체,실내관광지,문화관광,박물관,어트랙션,우수관광사업체,실내+실외,공연/전시,1~2시간",CONT_000000000500578,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산 39 항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 항곡우주박물관,"실내,미술/박물관,아이,비.눈,겨울,우수관광사업체,실내관광지,문화관광,박물관,어트랙션",제주항공우주박물관은 항공 기술과 우주를 꿈꾸는 사람들에게 무한한 상상력을 심어준다. 하늘을 날고자 했던 라이트 형제의 수많은 도전과 미래 행성을 세우는 일까지 마음껏 상상의 나래를 펼칠 수 있다.,33.30413,126.299675,63521,064-800-2114,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,23.0,안덕,region2>23,제주항공우주박물관,2019022573276.0,https://api.cdn.visitjeju.net/photomng/imgpath/202008/28/fc8f02ff-55bd-4ab8-b038-a2b492c17143.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202008/28/08fc30ee-ef29-4f15-a6e4-ea22eff8c273.JPG,72863.0
101,"문화유적지,부모,커플,혼자,친구,아이,사계절,4.3,공용주차장,화장실,유도 및 안내시설,아주 어려움",CONT_000000000500057,관덕정,제주특별자치도 제주시 삼도2동 983-1,제주특별자치도 제주시 관덕로 19,"문화유적지,부모,커플,혼자,친구,아이,사계절,4.3,실내관광지,제주4.3,역사유적,어린이,어트랙션","국가지정 보물 제 322호로 제주에 현존하는 건물 중 가장 오래된 건물
· 제주시 삼도2동
· 보물 제322호
· 올레17코스
· 4·3 유적지",33.513355,126.52145,63166,064-710-6711,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,관덕정,2019022559712.0,https://api.cdn.visitjeju.net/photomng/imgpath/201908/16/3752d151-dad4-4199-8227-0e5d96e56d8e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/16/d6bf6deb-efc5-493d-a2ba-ed3e13b4dbc6.jpg,71111.0
102,"밤,휴식/힐링,맑음,여름,공용주차장,화장실,음료대,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움",CONT_000000000500472,용연,제주특별자치도 제주시 용담이동 454-1,제주특별자치도 제주시 흥운길 73,"밤,휴식/힐링,맑음,여름,자연경관","용연을 잇는 다리, 용연구름다리
· 제주시 용담2동
· 제주도기념물 제57호
· 올레17코스",33.5152024,126.514026,,064-728-3917,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,용연,2019022561078.0,https://api.cdn.visitjeju.net/photomng/imgpath/201908/28/92dcce7e-103b-4fb9-acc5-f9d8b128a102.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/28/256b5f0f-af80-45bb-9eab-1c124ba4bf37.gif,70624.0
103,"테마공원,맑음,아이,실내관광지,어린이,어트랙션,안전여행스탬프,카드결제,화장실,공용주차장,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,현금결제,카드결제,현금결제,Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,중국어,단차없음,단독접근가능,장애인 화장실,수동 휠체어 대여 가능,장애인 전용 주차장,테이블 비치,쉬움,실내+실외,중,기타,2~3시간",CNTS_000000000022771,신화테마파크,서귀포시 안덕면 신화역사로304번길 98,서귀포시 안덕면 신화역사로304번길 98,"테마공원,맑음,아이,실내관광지,어린이,어트랙션,안전여행스탬프",한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크..,33.299404,126.3193,,1670-1188,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,신화테마파크,2019022601120.0,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/af7f2d2e-6401-4fd9-b5a7-54947a1be593.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/a7a3e735-60e6-4343-a712-ba3579001fec.jpg,70044.0
104,"산,경관/포토,흐림,겨울",CNTS_000000000021772,1100고지(휴게소),제주특별자치도 서귀포시 색달동 산 1-3,제주특별자치도 서귀포시 1100로 1555,"산,경관/포토,흐림,겨울,포토스팟,한라산,언택트,어트랙션,제주명품42,제주7대도로",겨울이면 더욱 아름다운 한라산 대표적인 뷰포인트,33.339912,126.43682,63554,064-747-1105,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,1100고지(휴게소),2019022589144.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/15/2bb7145b-d0f8-406d-9a4f-258e6f60c37d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/15/e00a264d-1545-43e1-a6a4-2adeaceb5057.jpg,69554.0
105,"테마공원,아이,맑음,우수관광사업체,실내관광지,어트랙션,안전여행스탬프,가족,체험,곶자왈,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,우수관광사업체,실외,중,포토스팟,1~2시간",CONT_000000000500514,일출랜드,제주특별자치도 서귀포시 성산읍 삼달리 1010,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,"테마공원,아이,맑음,우수관광사업체,실내관광지,어트랙션,안전여행스탬프,가족,체험,곶자왈",제주의 생태·문화·체험 관광의 명소,33.38204,126.841965,63635,064-784-2080,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,17.0,성산,region2>17,일출랜드,2019022601119.0,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/8d1fb97b-1ad0-48cc-9aa0-2ec519e9575c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/6c0e389e-0f69-4618-b7e0-0c6cbe9d1275.jpg,68940.0
106,"폭포,커플,경관/포토,여름,공용주차장,물놀이,트레킹",CNTS_000000000019594,원앙폭포,제주특별자치도 서귀포시 상효동 1463,제주특별자치도 서귀포시 돈내코로 137,"폭포,커플,경관/포토,여름,자연경관,포토스팟",금슬 좋은 원앙 한 쌍이 살았다고 전해져오는 곳,33.30053,126.58174,63582,--,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,Wonang Falls,5666.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/89d25fcd-996a-4efe-b2db-f1ea49f874fd.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/cc146779-13e1-4cbe-aa94-5a312f7c06bf.gif,68604.0
107,"예술,실내,미술/박물관,친구,커플,흐림,겨울,우수관광사업체,단독접근가능,단차없음,수동 휠체어 대여 가능,어려움,우수관광사업체",CONT_000000000500250,본태박물관,제주특별자치도 서귀포시 안덕면 상천리 380,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,"예술,실내,미술/박물관,친구,커플,흐림,겨울,우수관광사업체,실내관광지,문화관광,박물관,어트랙션",차용된 빛과 물이 조화롭게 어우러진 박물관,33.303474,126.39206,63525,064-792-8108,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,23.0,안덕,region2>23,본태박물관,2019022586724.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/04/79ad1667-0816-4f7f-abc6-c79fc320db9f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/04/bd966b8c-76e7-4648-a608-e6b253de2a01.jpg,67650.0
108,"테마공원,아이,꽃,공용주차장,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 전용 주차장,어려움",CONT_000000000500569,렛츠런팜제주,제주특별자치도 제주시 조천읍 교래리 산 25-2,제주특별자치도 제주시 조천읍 남조로 1660,"테마공원,아이,꽃,어린이,해바라기","제주 렛츠런팜은 국내 경주마를 육성하고 관리하는 목장이다. 200만㎡가 넘는 면적에 마사와 교배소, 동물병원, 조교용 주로 등을 갖췄다. ",33.41699,126.681465,63346,064-780-0131,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,렛츠런팜제주,2019022586502.0,https://api.cdn.visitjeju.net/photomng/imgpath/202111/03/5a57af3c-ea37-4215-a5c5-4d533966bf40.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/03/37871f1f-a26a-44a7-9f7e-5d21ad00420c.JPG,67172.0
