contentsid,title,tag,introduction,contentscd.label,인기점수,자연,실외,피로도,산-바다,도보산채ㄱ,신나는,낮,인문학
CONT_000000000500390,쉬리의언덕,"커플,혼자,친구,부모,맑음,해변,휴식/힐링,경관/포토,포토스팟",쉬리의 마지막 장면 속으로,관광지,30991,,,,,,,,
CNTS_000000000000981,저지 예술인 마을,"예술,체험관광,커플,흐림,가을,문화관광,마을산책,마을관광,어트랙션",독특한 풍광과 전국 예술인들이 모여 형성된 문화예술인촌,관광지,30892,,,,,,,,
CONT_000000000500207,미천굴,"동굴,경관/포토,커플,아이,맑음,여름,자연경관,포토스팟,어린이",지하(地下)의 신비(神秘)를 간직한 특별한 천연용암동굴,관광지,30853,,,,,,,,
CONT_000000000500330,서귀포천문과학문화관,"밤,실내,미술/박물관,겨울,실내관광지,어트랙션",제주도내 최초의 천문우주관련 과학관,관광지,30813,,,,,,,,
CONT_000000000500409,아프리카박물관,"실내,미술/박물관,아이,비.눈,겨울,우수관광사업체,실내관광지,문화관광,박물관,어트랙션,안전여행스탬프","아프리카박물관은 아름다운 제주를 찾는 국내외 많은 관광객들에게 아프리카 문화를 보다 폭넓게 알리기 위하여 제주 중문관광단지에 그 터를 잡고 있다. 아프리카에 대한 잘못된 인식과 선입견을 바로 잡을 수 있는 방향을 제시하고, 아프리카 생활과 문화를 간접적으로나마 체험할 수 있는 문화공간이다.",관광지,30594,,,,,,,,
CNTS_000000000022724,피규어뮤지엄 제주,"실내,테마공원,아이,비.눈,흐림,겨울,실내관광지,어린이,어트랙션","국내 최대규모의 피규어 뮤지엄, 피규어 취향저격 기프트샵",관광지,30510,,,,,,,,
CONT_000000000500400,신양섭지해수욕장,"해수욕장,액티비티,커플,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,수상레저","섭지코지 가는 길, 멋진 풍경과 아늑한 바다에 빠지다",관광지,30509,,,,,,,,
CNTS_000000000019521,제주올레 17코스,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보",시내에서 즐기는 올레길,관광지,30412,,,,,,,,
CONT_000000000500061,교래자연휴양림,"휴양림,걷기/등산,휴식/힐링,부모,아이,흐림,여름,자연경관,단풍,어린이",교래자연휴양림은 곶자왈 생태 체험이 가능한 최초의 휴양림이다. 휴양림 안에 생태관찰로(2.5km)와 오름산책로(7km) 두 가지 탐방코스가 있다. 탐방길을 걷다 보면 함몰지와 돌출지가 불규칙하게 이어지는데 이 때문에 곶자왈은 열대 북방한계식물과 한대 남방한계식물이 공존하는 독특한 식생을 갖게 되었다. ,관광지,30387,,,,,,,,
CNTS_000000000020124,용담/용두암 해안도로,"밤,해변,드라이브,커플,맑음,가을,자연경관","용두암 인근 해변에 위치, 호텔, 횟집거리등 밀집되어있음",관광지,30172,,,,,,,,
CNTS_000000000021844,엉덩물계곡,"부모,커플,혼자,친구,아이,맑음,봄,올레,계곡,자연경관,어린이,어트랙션,봄꽃,유채꽃,물놀이",중문관광단지에 위치한 산책하기 좋은 계곡,관광지,30171,,,,,,,,
CNTS_000000000021527,삼다수숲길 지질트레일,"숲길,걷기/등산,혼자,흐림,봄,자연경관,도보여행,도보,단풍,숲,언택트,지질트레일,유네스코,어트랙션","교래 삼다수마을은 2018년 제주도의 13번째 지질공원 대표명소로 지정되었다. 교래 삼다수마을에는 지질학적 가치가 높은 교래곶자왈, 교래리퇴적층, 맨틀 포획암, 돌문화공원, 산굼부리(천염기념물 제 263호) 등이 위치해있다. 이곳은 생태적 측면에서 삼나무 싶길을 중심으로 희귀식물(붓순나무, 황칠나무) 군락지가 잇으며, 다양한 생물들이 공존하고 있다",관광지,30004,,,,,,,,
CNTS_000000000018792,제주올레 10코스,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보",바다와 한라산의 그림같은 비경을 동시에,관광지,29705,,,,,,,,
CNTS_000000000021103,청수곶자왈,"커플,친구,맑음,여름,밤,숲길,걷기,도보여행,도보,곶자왈,숲",제주도내 최대 운문산 반딧불이 서식지,관광지,29601,,,,,,,,
CNTS_000000000019191,우도 비양도,"일출,경관/포토,아이,맑음,봄,자연경관,포토스팟,어린이,언택트","우도 섬 속에 또 하나의 섬, 비양도",관광지,29507,,,,,,,,
CNTS_000000000020030,아이리스촬영지(하얀등대),"등대,경관/포토,친구,커플,맑음,포토스팟","이병헌, 김태희 주연의 KBS 인기드라마 아이리스의 촬영지",관광지,29480,,,,,,,,
CNTS_000000000000978,성산항,맑음,섬 속의 섬을 향한 시작. 푸른 바다의 아름다운 뱃길,관광지,29294,,,,,,,,
CNTS_000000000022704,천아숲길 천아계곡,"숲길,걷기/등산,아이,흐림,봄,단풍,가을,자연경관,도보여행,도보,숲,어린이,언택트,계곡,물놀이",한라산 둘레길에 자리한 단풍명소,관광지,29271,,,,,,,,
CNTS_000000000022158,유민미술관,"예술,실내,미술/박물관,비.눈,사계절,실내관광지,문화관광,미술관,어트랙션",유민미술관은 1894년부터 약 20여 년간 유럽 전역에서 일어났던 공예∙디자인 운동인 아르누보의 유리공예 작품을 전시하고 있다.,관광지,29040,,,,,,,,
CNTS_000000000018411,알작지해변,"해변,경관/포토,커플,가을,자연경관,포토스팟",사르륵 사르륵 자갈이 부서지는 소리. 파도가 부서지는 풍경,관광지,28994,,,,,,,,
CNTS_000000000020187,제주올레 18코스,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보","제주시 도심 속에서 조천 만세동산까지, 제주의 뼈아픈 역사를 만나다",관광지,28962,,,,,,,,
CONT_000000000500273,빌레못동굴,"4.3,문화유적지,부모,커플,혼자,친구,아이,청년,중/장년,노년,자연경관,문화관광,제주4.3,역사유적,어린이","천연기념물 제342호, 총길이 11,749m의 세계에서 가장 긴 동굴",관광지,28339,,,,,,,,
CONT_000000000500559,제주세계자연유산센터,"흐림,가을,실내관광지,어트랙션,유네스코",대한민국 최초의 세계자연유산으로서의 상징성을 위해 기념된 곳입니다,관광지,28229,,,,,,,,
CNTS_000000000022631,천왕사,"휴식/힐링,가을,단풍,어트랙션",아흔아홉골 자락에 위치한 경관이 좋은 사찰,관광지,28158,,,,,,,,
CNTS_000000000020013,대장금촬영지(제주민속촌),"커플,친구,부모,경관/포토,테마공원,미술/박물관,포토스팟",MBC 인기드라마 '대장금'의 촬영장소,관광지,27764,,,,,,,,
CNTS_000000000020980,송당승마장,"승마,액티비티,커플,친구,체험,레저/체험,어트랙션",구좌의 들판을 달려보자,관광지,27694,,,,,,,,
CNTS_000000000019754,약천사 템플스테이,"템플스테이,휴식/힐링,커플,흐림,사계절,실내관광지,체험,어트랙션","""아름다운 삶의 소리, 참된 나를 찾아 가는 길""",관광지,27588,,,,,,,,
CONT_000000000500406,아끈다랑쉬,"오름,걷기/등산,가을,자연경관,단풍,억새",낮고 평탄해. 산책하기 좋은 가을억새오름,관광지,27419,,,,,,,,
CNTS_000000000020288,성읍녹차마을,"부모,커플,친구,아이,경관/포토,마을산책,마을관광,포토스팟,어린이,녹차",녹차재배의 최적지 청정제주에서 만나는 녹차다원,관광지,27263,,,,,,,,
CNTS_000000000019463,제주올레 15-A코스,"커플,혼자,친구,맑음,경관/포토,올레,봄,가을,도보여행,도보,포토스팟",숲의 경쾌함과 바다의 청량함을 모두 느낄 수 있는 길,관광지,26955,,,,,,,,
CNTS_000000000022226,제주문예회관,"실내,미술/박물관,비.눈,사계절,문화관광,어트랙션","제주특별자치도 문화예술진흥원에서 운영하는 문화예술 공연, 전시관",관광지,26802,,,,,,,,
CNTS_000000000022737,휴림,"부모,친구,아이,커플,액티비티,야영장,캠핑장,체험,레저/체험,어린이,캠핑,언택트,어트랙션","제주시 산림조합이 조성한 숲속 쉼터, 에코힐링파크",관광지,26506,,,,,,,,
CONT_000000000500385,쇠소깍해변,"해변,경관/포토,커플,맑음,여름,자연경관,포토스팟",효돈천과 검은모래 해변이 만나는 곳,관광지,26502,,,,,,,,
CONT_000000000500040,걸매생태공원,"폭포,계곡,휴식/힐링,맑음,가을,자연경관,동백,매화,물놀이",봄을 알리는 매화가 가득한  시민공원. ,관광지,26337,,,,,,,,
CONT_000000000500654,토이파크,"실내,테마공원,아이,비.눈,사계절,실내관광지,어린이,어트랙션",국내외 진귀한 장난감이 모여 있는 꿈동산,관광지,26029,,,,,,,,
CNTS_000000000019750,남원큰엉해변,"해변,경관/포토,맑음,여름,자연경관,포토스팟",때묻지 않은 기암절벽이 아름다운 해양경승지,관광지,25809,,,,,,,,
CNTS_200000000008013,샤이니숲길,"걷기/등산,경관/포토,휴식/힐링,자연경관,도보여행,도보,숲,포토스팟,숲길",삼다수 목장 근처에 있는 작은 숲길,관광지,25664,,,,,,,,
CNTS_000000000022726,플레이박스VR,"실내,테마공원,아이,비.눈,흐림,사계절,실내관광지,어린이,어트랙션",싱크로율 99% 고퀄리티의 다양한 VR체험공간,관광지,25578,,,,,,,,
CNTS_000000000020631,제주도립김창열미술관,"미술/박물관,저지예술인마을,저지리,예술,실내관광지,문화관광,미술관,어트랙션",물방울 화가로 불리는 김창열화백의 업적과 정신을 기리기 위해 설립한 제주도립 미술관,관광지,25507,,,,,,,,
CNTS_000000000019446,금능석물원,"테마공원,실내관광지,어트랙션,안전여행스탬프",똑같이 생긴 하르방만 본 여행객들에게 제주 석물의 진수를 감상할 수 있게 하는 곳,관광지,25430,,,,,,,,
CNTS_000000000000970,제주추사관,"미술/박물관,흐림,겨울,실내관광지,어트랙션","추사 김정희는 1840년 윤상도 옥사사건에 연루되어 약 9년간 제주에서 귀양살이를 했다. 대정읍에 있는 추사관은 김정희 선생이 유배 생활을 하며 남긴 흔적을 모은 곳이다. 그가 살았던 초가집도 옛 모습 대로 복원되어 있다. 추사관에는 김정희 선생이 쓴 현판 글씨와 아내, 지인들에게 보낸 편지 등이 전시되어 있다.",관광지,25403,,,,,,,,
CNTS_000000000021661,보물섬하이킹,"액티비티,체험,레저/체험,어트랙션",제주도 자전거여행을 위한 자전거대여 전문점,관광지,25317,,,,,,,,
CONT_000000000500001,그린크루즈(산방산유람선),"경관/포토,부모,맑음,봄,포토스팟","세계지질공원으로 인증된 산방산,용머리 해안을 산방산 유람선에서 감상하세요.",관광지,25260,,,,,,,,
CONT_000000000500539,제주국제컨벤션센터 icc,"실내,친구,비.눈,사계절,실내관광지,어트랙션","제주의 대표적인 MICE 인프라인 제주국제컨벤션센터, 각종 회의 및 전시 행사가 진행된다",관광지,25163,,,,,,,,
CNTS_000000000020959,"저지오름(닥몰오름,새오름)","일몰,오름,걷기/등산,자연경관,도보여행,도보",비양도와 한라산이 보이는 저지리의 아름다운 오름,관광지,25160,,,,,,,,
CONT_000000000500701,화순금모래해수욕장,"해수욕장,액티비티,커플,아이,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,어린이,수상레저",야외 수영장에서 담수욕을 즐길 수 있는 해수욕장,관광지,24547,,,,,,,,
CONT_000000000500310,새섬,"경관/포토,맑음,자연경관,섬속의섬,포토스팟",섬 속의 섬. 바다를 향한 산책,관광지,24503,,,,,,,,
CNTS_000000000020871,싱계물 공원,"싱계물 공원,자연경관",싱계물 공원,관광지,24433,,,,,,,,
CNTS_000000000019464,제주카트클럽,"커플,친구,아이,맑음,액티비티,체험,레저/체험,어린이,어트랙션",제주도 최초의 카트장,관광지,24225,,,,,,,,
CONT_000000000500225,방림원,"휴식/힐링,우수관광사업체,자연경관,안전여행스탬프","국내최초 세계야생화 작품 전시 박물관, 저지리 예술인 마을에 위치",관광지,24015,,,,,,,,
CNTS_000000000022716,별내린전망대,"부모,커플,혼자,친구,아이,맑음,경관/포토,봄,포토스팟,어린이,어트랙션","하천과 포구, 칠선녀 다리를 두루두루 내려다 볼수 있는 전망대",관광지,23822,,,,,,,,
CNTS_000000000000971,하멜상선전시관,"사계절,청년,실내,미술/박물관,아이,친구,부모,경관/포토,실내관광지,문화관광,포토스팟,어린이,어트랙션",제주에 표류했던 네델란드인 하멜을 기념하기 위한 전시관,관광지,23703,,,,,,,,
CONT_000000000500010,5.16도로숲터널,"드라이브,맑음,자연경관,숲,단풍,제주명품42,포토스팟,제주7대도로",제주시와 서귀포를 잇는 낭만적인 숲터널,관광지,23586,,,,,,,,
CONT_000000000500405,쌍용굴(한림공원),"동굴,경관/포토,부모,흐림,여름,자연경관,포토스팟",한림공원 내에 위치한 두 마리의 용이 빠져 나온 것 같다고 하여 이름 붙여진 쌍용굴,관광지,23415,,,,,,,,
CONT_000000000500467,용담레포츠공원,"해변,액티비티,친구,맑음,여름,체험,레저/체험,어트랙션",편의시설과 체육시설이 잘 갖춰진 공원,관광지,23141,,,,,,,,
CONT_000000000500576,제주 패러글라이딩 스쿨,"액티비티,커플,맑음,체험,레저/체험,수상레저,어트랙션",제주 하늘을 날아보자,관광지,23081,,,,,,,,
CONT_000000000500677,하도해변,"해수욕장,액티비티,커플,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,수상레저",수심이 얕아 어린아이들도 물놀이 하기 좋은 동쪽의 작은 해변,관광지,23054,,,,,,,,
CNTS_000000000019652,김만덕객주,"부모,커플,친구,혼자,흐림,맑음,문화유적지,실내관광지,문화관광,역사유적,어트랙션",제주 구도심에 있는 미니 민속촌,관광지,22580,,,,,,,,
CNTS_000000000018505,마라도성당,"실내,휴식/힐링,부모,가을,어트랙션","드라마, 영화촬영지로 인기가 많은 명소",관광지,22531,,,,,,,,
CNTS_000000000019948,쇠소깍제트,"해수욕장,해변,액티비티,커플,맑음,여름,체험,레저/체험,물놀이,어트랙션",제주바다 후룸라이드 '쇠소깍 제트보트',관광지,22438,,,,,,,,
CNTS_000000000018407,낙천리아홉굿의자마을,"휴식/힐링,아이,맑음,가을,문화관광,마을산책,마을관광,어린이,어트랙션",제주도에서는 보기 드문 9개의(아홉) 샘이(굿)있는 곳!,관광지,22054,,,,,,,,
CONT_000000000500379,송악산 진지동굴,"부모,커플,혼자,친구,아이,문화유적지,동굴,자연경관,문화관광,역사유적,어린이",전쟁의 상처를 간직한 일제 동굴진지,관광지,22045,,,,,,,,
CNTS_000000000019568,제주국제공항,"공항,제주국제공항,실내관광지,어트랙션","동북아의 중심에서 일본, 중국, 동남아를 연결하는 제주국제공항",관광지,22002,,,,,,,,
CONT_000000000500530,정물오름,"친구,커플,맑음,일몰,오름,자연경관,도보여행,도보,언택트,억새",넓고 푸른 정물오름에서 맑고 깨끗한 생명수를 마셔보자,관광지,21966,,,,,,,,
CNTS_000000000020952,지포뮤지엄,"실내,미술/박물관,친구,커플,비.눈,사계절,실내관광지,어트랙션",zippo와 artist의 새로운 만남,관광지,21963,,,,,,,,
CNTS_000000000018797,화순곶자왈생태탐방숲길,"숲길,걷기/등산,친구,커플,흐림,여름,자연경관,도보여행,도보,곶자왈,숲","한라산과 산방산이 보이는, 북방계와 남방계 식물이 공존하는 신비로운 곶자왈",관광지,21942,,,,,,,,
CONT_000000000500449,영주산,"일출,오름,걷기/등산,자연경관,수국",신선이 살았다는 영주산,관광지,21631,,,,,,,,
CNTS_000000000019654,해품은체험농장,"부모,친구,아이,체험관광,맑음,체험,어린이,어트랙션",청정제주의 깨끗한 자연에서 감귤을 정성껏 재배하고 있는 체험형 감귤농장입니다.,관광지,21558,,,,,,,,
CNTS_000000000022118,중문미로파크,"테마공원,아이,가을,체험,어린이,어트랙션",중문미로파크는 중문에 위치한 미로테마파크입니다.,관광지,21437,,,,,,,,
CNTS_200000000008050,한라산소주공장,"한라산소주,체험관광,액티비티,사게절,실내,실내관광지,체험,레저/체험,언택트,어트랙션","제주의 대표 주류인 한라산 소주에 대한 역사와 제조 공정, 시음 등을 즐길 수 있다.",관광지,21414,,,,,,,,
CNTS_000000000018501,제주올레 1-1코스,"커플,혼자,친구,맑음,봄,가을,올레,자연경관,도보여행,도보",제주도에서 우도로 느리게 걷기,관광지,21265,,,,,,,,
CNTS_000000000020269,더마카트,"부모,아이,커플,체험관광,액티비티,체험,레저/체험,어린이,어트랙션",빼어난 자연경관과 함께 도내 최대규모의 카트체험장,관광지,21261,,,,,,,,
CONT_000000000500652,토끼섬,"도보,휴식,부모,친구,커플,혼자,안개/흐림,맑음,봄,여름,가을,겨울,중/장년,청년,노년,자연경관,섬속의섬",우리나라 유일의 문주란 자생지,관광지,21017,,,,,,,,
CONT_000000000500290,산지등대,"등대,일몰,경관/포토,친구,맑음,가을,포토스팟",오랜 역사를 지니고 있는 제주의 대표 등대 중 하나,관광지,20990,,,,,,,,
CNTS_000000000019228,자구리공원,"부모,커플,혼자,친구,아이,맑음,밤,자연경관,어린이","생활근린공원으로 해안가에 위치한, 아름다운 풍경과 낭만이 있는 산책공원",관광지,20989,,,,,,,,
CONT_000000000500673,하고수동해변,"해변,휴식/힐링,친구,커플,맑음,여름,자연경관","우도 동북쪽, 바다빛이 아름다운 해수욕장",관광지,20843,,,,,,,,
CONT_000000000500373,소정방폭포,"부모,커플,친구,아이,맑음,경관/포토,폭포,자연경관,포토스팟,어린이",국내 유일의 해안 폭포,관광지,20816,,,,,,,,
CNTS_000000000022542,판포포구,"포구,해변,문화유적지,친구,아이,여름,자연경관,역사유적,어린이",서귀포 끝자락에 있는 깨끗한 물색을 자랑하는 작은 포구,관광지,20798,,,,,,,,
CNTS_000000000018801,하늘여행 행글라이더체험장,"커플,친구,아이,액티비티,체험,레저/체험,어린이,어트랙션",제주하늘 위로 날아보기,관광지,20667,,,,,,,,
CONT_000000000500109,논짓물,"커플,혼자,친구,부모,아이,여름,액티비티,맑음,자연경관,체험,레저/체험,어린이",해수와 담수가 만나는 곳에 있는 천연 해수욕장,관광지,20546,,,,,,,,
CNTS_000000000019122,세계술박물관,"실내,미술/박물관,친구,비.눈,겨울,실내관광지,문화관광,박물관,어트랙션",우리나라 전통주를 비롯하여 세계의 술의 역사를 알 수 있는 박물관,관광지,20389,,,,,,,,
CNTS_000000000020236,산지천,"계곡,걷기/등산,아이,자연경관,어린이,물놀이",동문시장에서 제주항까지 이어진 내천,관광지,20383,,,,,,,,
CNTS_000000000019998,종달리해안도로,"일출,드라이브,커플,맑음,여름","파란 하늘과 고즈넉한 해변 길, 그리고 파스텔 빛 수국이 가득한 곳",관광지,19897,,,,,,,,
CONT_000000000500562,제주힐링명상센터,"웰니스,힐링,명상,테마공원,부모,가족",제주를 호흡하고 명상하는 곳,관광지,19688,,,,,,,,
CNTS_000000000021429,다이나믹메이즈,"실내,테마공원,아이,비.눈,겨울,우수관광사업체,실내관광지,체험,레저/체험,어린이,어트랙션,안전여행스탬프","다이나믹메이즈는 날씨에 구애받지 않고 즐기는 실내 액티비티다. 요즘 인기인 ‘방탈출’과 비슷한 콘셉트로 미로를 빠져나오기 위해 여러 가지 미션을 수행해야 한다. 가족이나 친구, 연인과 한 팀이 되어 서로 머리를 맞대 문제를 풀고 장애물을 뛰어넘으며 탈출구를 향해 달리는 색다른 재미를 느낄 수 있다. ",관광지,19598,,,,,,,,
CONT_000000000500668,표선세화해안도로,"해변,드라이브,친구,여름",동쪽 끝의 해안을 따라 형성된 해안도로로 최근 떠오르는 아름다운 해안길,관광지,19572,,,,,,,,
CONT_000000000500523,제주평화박물관(전쟁평화박물관)[휴관중],"실내,미술/박물관,아이,비.눈,가을,실내관광지,문화관광,박물관,어트랙션",일제강점기 '과거의 이야기'를 직접 체험하면서 평화의 소중함을 느낄 수 있는 곳,관광지,19360,,,,,,,,
CNTS_000000000022282,디스커버제주,"액티비티,가족여행,친구,커플,체험여행,체험,레저/체험,어트랙션",지금껏 알지 못했던 제주를 발견하고 사람을 만나는 여행,관광지,19305,,,,,,,,
CNTS_000000000019601,돈내코유원지,"계곡,액티비티,아이,맑음,여름,체험,레저/체험,어린이,수상레저,어트랙션,물놀이",시원한 폭포와 상록수림으로 둘러 싸인 매력적인 곳,관광지,19147,,,,,,,,
CNTS_000000000019854,조천함덕해안도로,"일몰,드라이브,맑음",조천과 함덕을 연결해 주는 이국적인 해안도로,관광지,19131,,,,,,,,
CONT_000000000500344,섯알오름,"부모,커플,혼자,친구,아이,오름,4.3,자연경관,제주4.3,역사유적,도보여행,도보,어린이",역사의 아픔을 간직한곳,관광지,19069,,,,,,,,
CNTS_000000000022556,하모씨워킹,"해수욕장,액티비티,친구,커플,맑음,체험,레저/체험,해변,물놀이,수상레저,어트랙션",물 맑기로 유명한 제주의 하모해수욕장을 직접 걸어볼 수 있는 서비스를 제공한다.,관광지,19031,,,,,,,,
CONT_000000000500279,사려니오름,"오름,걷기/등산,커플,흐림,봄,자연경관,도보여행,도보,단풍",볼록한 제주 오름들이 한눈에 보이는 사려니오름,관광지,18872,,,,,,,,
CNTS_000000000018855,제주올레 5코스,"올레,걷기/등산,친구,혼자,맑음,여름,자연경관,도보여행,도보",남원포구에서부터 쇠소깍 다리까지 끊이지 않는 이야기길,관광지,18819,,,,,,,,
CNTS_200000000007287,흑돼지거리,"사계절,흑돼지,어트랙션",건입동에 위치한 흑돼지구이 전문점이 모여 있는 골목,관광지,18787,,,,,,,,
CONT_000000000500333,서복전시관,"실내,미술/박물관,사계절,어트랙션",진시황의 불로장생의 꿈인 불로초를 찾아 제주도에 온 것으로 전해지는 서복(徐福)을 기념하는 전시관,관광지,18741,,,,,,,,
CONT_000000000500503,이랜드뮤지엄,"실내,테마공원,아이,비.눈,사계절,실내관광지,어트랙션",세계 최고가품인 오스카트로피 및 아카데미시상식 수상작들의 영화소품을 전시하는 박물관,관광지,18628,,,,,,,,
CNTS_000000000019310,영실기암,"부모,커플,혼자,친구,비.눈,맑음,경관/포토,휴식/힐링,테마공원,액티비티,사계절,청년,중/장년,자연경관,체험,레저/체험,포토스팟,한라산,언택트,어트랙션,단풍","한라산 영실코스에서 만날 수 있는 영실기암
· 세계생물권보존지역
· 세계자연유산
· 세계지질공원",관광지,18622,,,,,,,,
CONT_000000000500200,문섬(서귀포해양도립공원),"부모,커플,혼자,친구,아이,맑음,경관/포토,해변,자연경관,섬속의섬,포토스팟,어린이",섬에 아무것도 자라지 않는 민둥섬이라서 붙여진 이름의 섬,관광지,18586,,,,,,,,
CONT_000000000500518,장생의 숲길,"숲길,걷기/등산,혼자,흐림,여름,자연경관,도보여행,도보,숲",숲의 다양한 모습과 풍경들을 보여주는 장생의 숲길,관광지,18569,,,,,,,,
CNTS_000000000022171,낙타트래킹,"액티비티,친구,커플,체험,레저/체험,어트랙션","kbs 인간극장, sbs 동물농장, kbs 배틀트립, 생생정보통, vj특공대, 굿모닝대한민국, sbs 좋은아침, kbs 귀농이 대박이다 등 다수 출연",관광지,18553,,,,,,,,
CNTS_000000000020565,우도등대,"등대,경관/포토,친구,맑음,봄,포토스팟",섬속의 섬 우도에 위치한 등대의 풍경,관광지,18366,,,,,,,,
CONT_000000000500703,황금굴(한림공원),"여름,경관/포토,부모,아이,친구,동굴,자연경관,포토스팟,어린이",원형보존이 잘 되어 있고 희귀한 용암굴,관광지,18274,,,,,,,,
CNTS_000000000019990,서귀포항,"친구,커플,일출,밤,부모,혼자,아이,맑음,휴식/힐링,일몰,어린이",문섬과 새끼섬을 바라보며 새연교를 따라 걷는 아름다운 산책,관광지,18232,,,,,,,,
CNTS_000000000019758,조안베어뮤지엄,"실내,테마공원,아이,비.눈,흐림,사계절,실내관광지,어린이,어트랙션",테디베어 아티스트 조안오 디자이너가 직접 만든 테디베어를 다양한 테마로 전시,관광지,18106,,,,,,,,
CONT_000000000500541,제주난타,"공연,실내,여자,남자,부모,친구,커플,전시/행사,비/바람/눈,실내관광지,어트랙션",천만관객 돌파! 한국이 만들고 세계가 감동한 난타! 두드림 그 이상의 드라마 난타!,관광지,18094,,,,,,,,
CNTS_000000000022455,애월 한담 카약,"해수욕장,액티비티,커플,맑음,여름,체험,레저/체험,해변,물놀이,수상레저,어트랙션",애월 한담 해수욕장 부근에서 즐길 수 있는 투명카약.,관광지,18070,,,,,,,,
CNTS_000000000021525,함덕카페거리,"밤,커플,여름",함덕 서우봉해변 근처에 위치한 함덕 카페거리,관광지,17961,,,,,,,,
CNTS_000000000021515,큰노꼬메오름,"일몰,오름,걷기/등산,봄,자연경관,도보여행,도보",멋지고 시원한 전망과 바람에 일렁이는 억새를 만날 수 있는 곳,관광지,17913,,,,,,,,
CONT_000000000500356,세계조가비박물관,"실내,미술/박물관,아이,비.눈,사계절,실내관광지,문화관광,박물관,어트랙션",바다 속 아름다운 조가비 세계를 엿볼 수 있는 곳,관광지,17703,,,,,,,,
CONT_000000000500286,산방산 랜드,"액티비티,친구,커플,체험,레저/체험,어트랙션",웅장하고 신비로운 산방산을 배경으로 우리나라에서 가장 높게 올라가는 짜릿한 바이킹을 즐거보세요,관광지,17698,,,,,,,,
CNTS_200000000008091,성산 유채꽃재배단지,"맑음,봄,겨울,경관/포토,자연경관,포토스팟,봄꽃,유채꽃","유채꽃과 성산일출봉, 바다를 배경으로 사진찍을 수 있는 곳",관광지,17609,,,,,,,,
CNTS_000000000020963,그랑블루 요트투어,"액티비티,커플,여름,체험,레저/체험,수상레저,어트랙션",대포항 앞 제주바다에서 누비는 요트체험,관광지,17535,,,,,,,,
CONT_000000000500345,성널오름 (성판악),"오름,걷기/등산,봄,자연경관,도보여행,도보,한라산,언택트",널판지로 성을 쌓은것 처럼 보이는 바위 절벽,관광지,17456,,,,,,,,
CONT_000000000500205,물찻오름,"오름,걷기/등산,흐림,여름,자연경관,도보여행,도보",샤려니숲길의 끝에서 만날 수 있는 우리나라 명품 숲길,관광지,17378,,,,,,,,
CNTS_000000000019613,제주카약,"액티비티,커플,맑음,체험,레저/체험,수상레저,어트랙션",아름다운 제주 해안의 아름다움을 카약으로 만끽하는 제주카약,관광지,17357,,,,,,,,
CNTS_000000000019989,어리목계곡,"비.눈,가을,사계절,겨울,자연경관,한라산,언택트,계곡,물놀이","한라산 속의 신비로운 계곡, 사제비동산, 만세동산, 윗세오름 대피소로 이어지는 어리목탐방로에 위치한 계곡이다.",관광지,17242,,,,,,,,
CNTS_000000000019909,용두암해안도로카페거리,"일몰,밤,커플,드라이브",낭만스러운 노을을 감상할 수 있는 곳,관광지,17143,,,,,,,,
CONT_000000000500277,사라봉공원,"커플,친구,일몰,걷기,자연경관","제주의 아침이 열리는 사라봉공원, 영주 10경 중의 하나인 사봉낙조의 장관을 볼 수 있는 곳",관광지,17006,,,,,,,,
CNTS_000000000020734,평대리해변,"해변,경관/포토,맑음,여름,자연경관,포토스팟",동쪽바다의 정취를 호젓하게 즐길 수 있는 곳,관광지,17002,,,,,,,,
CONT_000000000500546,제주돌마을공원,"부모,커플,혼자,테마공원,실내관광지,마을산책,마을관광,어트랙션",제주의 자연석으로 꾸며진 테마공원,관광지,16954,,,,,,,,
CONT_000000000500698,형제섬,"커플,친구,혼자,경관/포토,일몰,일출,자연경관,섬속의섬,포토스팟",바다 한가운데 바위처럼 보이는 크고 작은 섬 2개가 사람의 형과 아우처럼 마주보고 있다 하여 붙여진 형제섬,관광지,16944,,,,,,,,
CONT_000000000500124,단산(바굼지오름),"부모,커플,혼자,친구,경관/포토,오름,도보여행,도보,포토스팟",거대한 박쥐가 날개를 펴고 있는 듯한 곳,관광지,16861,,,,,,,,
CONT_000000000500508,이중섭거주지,"문화유적지,사계절,문화관광,역사유적",서귀포에서 피난생활을 하며 그림에 대한 열정을 불태웠던 천재화가 이중섭 거주지,관광지,16747,,,,,,,,
CNTS_000000000019595,1112도로,"산,드라이브,흐림,자연경관",‘대한민국에서 가장 아름다운 도로' 중 하나로 길 양 옆으로 하늘로 곧게 뻗은 삼나무들이 병풍처럼 펼쳐져 있는 도로,관광지,16705,,,,,,,,
CNTS_000000000021404,숫모르편백나무숲길,"숲길,걷기/등산,흐림,봄,체험,도보여행,도보,숲",울창한 편백 나무들이 반기는 편백 나무 숲길,관광지,16694,,,,,,,,
